targetingTimeMilliseconds,targetingTimeMicroseconds,targetPosition,targetEdgesFromLeft,groundTruthPosition,estimatedPosition,estimatedEdgesFromLeft,timeSinceLastEdge,timeBetweenLastEdges,forwardsEdgesSinceLastLimit,backwardsEdgesSinceLastLimit,lastLimit,timeSinceLastLimit,edgesBetweenLimits,atLeftLimit,atRightLimit,opticalSensorDarkness,motorDirection,motorDuty
493,494076,898,21,602,639,15,15,28,15,0,-1,6733,24,0,0,602,1,255
499,499688,898,21,612,639,15,20,28,15,0,-1,6739,24,0,0,612,1,255
505,505296,898,21,623,639,15,27,28,15,0,-1,6745,24,0,0,623,1,255
511,510936,898,21,632,682,16,3,29,16,0,-1,6751,24,0,0,633,1,255
516,516432,898,21,643,682,16,8,29,16,0,-1,6756,24,0,0,643,1,255
522,521984,898,21,653,682,16,14,29,16,0,-1,6761,24,0,0,653,1,255
527,527568,898,21,662,682,16,19,29,16,0,-1,6767,24,0,0,662,1,255
533,533176,898,21,672,682,16,25,29,16,0,-1,6772,24,0,0,672,1,255
538,538816,898,21,682,724,17,3,27,17,0,-1,6778,24,0,0,682,1,255
543,544316,898,21,692,724,17,10,27,17,0,-1,6784,24,0,0,692,1,255
550,549920,898,21,702,724,17,15,27,17,0,-1,6790,24,0,0,702,1,255
555,555532,898,21,711,724,17,21,27,17,0,-1,6795,24,0,0,712,1,255
561,561168,898,21,721,767,18,3,23,18,0,-1,6801,24,0,0,721,1,255
566,566664,898,21,730,767,18,9,23,18,0,-1,6806,24,0,0,731,1,255
572,572208,898,21,742,767,18,14,23,18,0,-1,6811,24,0,0,742,1,255
577,577800,898,21,752,767,18,19,23,18,0,-1,6817,24,0,0,753,1,255
583,583440,898,21,759,767,18,25,23,18,0,-1,6822,24,0,0,762,1,255
589,589048,898,21,771,809,19,4,27,19,0,-1,6829,24,0,0,772,1,255
594,594548,898,21,780,809,19,10,27,19,0,-1,6834,24,0,0,781,1,255
600,600176,898,21,790,809,19,15,27,19,0,-1,6840,24,0,0,790,1,255
605,605772,898,21,802,809,19,21,27,19,0,-1,6845,24,0,0,802,1,255
611,611408,898,21,812,852,20,3,23,20,0,-1,6851,24,0,0,812,1,255
616,616904,898,21,822,852,20,9,23,20,0,-1,6856,24,0,0,822,1,255
622,622424,898,21,833,852,20,14,23,20,0,-1,6861,24,0,0,833,1,255
627,628032,898,21,841,852,20,19,23,20,0,-1,6867,24,0,0,840,1,255
634,633664,898,21,850,852,20,26,23,20,0,-1,6873,24,0,0,850,1,255
638,638360,898,21,859,895,21,3,28,21,0,-1,6878,24,0,0,856,0,255
1637,1637104,898,21,924,937,22,980,21,22,0,-1,7876,24,0,0,925,0,255
1,408,712,16,924,937,22,983,21,22,0,-1,7879,24,0,0,925,0,255
4,3224,712,16,924,937,22,986,21,22,0,-1,7884,24,0,0,925,0,255
11,10548,712,16,925,937,22,993,21,22,0,-1,7889,24,0,0,925,-1,255
17,16124,712,16,925,937,22,999,21,22,0,-1,7896,24,0,0,925,-1,255
23,21740,712,16,925,937,22,1005,21,22,0,-1,7901,24,0,0,925,-1,255
28,27428,712,16,925,937,22,1010,21,22,0,-1,7907,24,0,0,925,-1,255
34,33124,712,16,925,937,22,1016,21,22,0,-1,7912,24,0,0,925,-1,255
39,38836,712,16,924,937,22,1021,21,22,0,-1,7918,24,0,0,924,-1,255
45,44528,712,16,925,937,22,1027,21,22,0,-1,7924,24,0,0,925,-1,255
50,50212,712,16,925,937,22,1033,21,22,0,-1,7929,24,0,0,925,-1,255
56,55908,712,16,924,937,22,1039,21,22,0,-1,7936,24,0,0,925,-1,255
63,61612,712,16,925,937,22,1045,21,22,0,-1,7941,24,0,0,923,-1,255
68,67320,712,16,924,937,22,1050,21,22,0,-1,7947,24,0,0,924,-1,255
74,73020,712,16,925,937,22,1056,21,22,0,-1,7952,24,0,0,925,-1,255
79,78692,712,16,925,937,22,1061,21,22,0,-1,7958,24,0,0,921,-1,255
85,84392,712,16,919,937,22,1067,21,22,0,-1,7964,24,0,0,919,-1,255
90,90080,712,16,914,937,22,1073,21,22,0,-1,7969,24,0,0,914,-1,255
96,95780,712,16,908,937,22,1078,21,22,0,-1,7975,24,0,0,909,-1,255
102,101564,712,16,901,937,22,1085,21,22,0,-1,7981,24,0,0,901,-1,255
108,107420,712,16,892,895,21,3,1087,22,1,-1,7987,24,0,0,891,-1,255
114,113172,712,16,882,895,21,9,1087,22,1,-1,7993,24,0,0,882,-1,255
119,118956,712,16,874,895,21,15,1087,22,1,-1,7998,24,0,0,874,-1,255
125,124824,712,16,865,895,21,20,1087,22,1,-1,8004,24,0,0,865,-1,255
131,130684,712,16,856,895,21,26,1087,22,1,-1,8010,24,0,0,856,-1,255
137,136576,712,16,848,852,20,3,29,22,2,-1,8015,24,0,0,848,-1,255
142,142160,712,16,838,852,20,9,29,22,2,-1,8022,24,0,0,838,-1,255
149,147800,712,16,830,852,20,15,29,22,2,-1,8027,24,0,0,829,-1,255
154,153464,712,16,820,852,20,20,29,22,2,-1,8033,24,0,0,821,-1,255
160,159172,712,16,814,852,20,26,29,22,2,-1,8039,24,0,0,813,-1,255
165,164852,712,16,804,852,20,32,29,22,2,-1,8044,24,0,0,803,-1,255
171,170572,712,16,795,809,19,3,34,22,3,-1,8050,24,0,0,795,-1,255
176,176164,712,16,787,809,19,9,34,22,3,-1,8055,24,0,0,787,-1,255
182,181764,712,16,777,809,19,14,34,22,3,-1,8061,24,0,0,778,-1,255
188,187468,712,16,769,809,19,21,34,22,3,-1,8067,24,0,0,768,-1,255
194,193184,712,16,760,767,18,3,23,22,4,-1,8073,24,0,0,760,-1,255
199,198772,712,16,754,767,18,9,23,22,4,-1,8078,24,0,0,752,-1,255
205,204380,712,16,745,767,18,14,23,22,4,-1,8084,24,0,0,745,-1,255
210,210108,712,16,736,767,18,20,23,22,4,-1,8089,24,0,0,736,-1,255
216,215768,712,16,728,767,18,25,23,22,4,-1,8095,24,0,0,727,-1,255
222,221472,712,16,720,767,18,31,23,22,4,-1,8100,24,0,0,719,-1,255
227,227188,712,16,711,724,17,4,33,22,5,-1,8107,24,0,0,711,-1,255
234,232792,712,16,703,724,17,10,33,22,5,-1,8112,24,0,0,703,-1,255
239,238472,712,16,693,724,17,15,33,22,5,-1,8118,24,0,0,693,-1,255
245,244176,712,16,684,724,17,21,33,22,5,-1,8124,24,0,0,684,-1,255
250,249856,712,16,676,724,17,27,33,22,5,-1,8129,24,0,0,675,-1,255
255,254656,712,16,669,682,16,2,29,22,6,-1,8134,24,0,0,669,0,255
1254,1252800,712,16,612,639,15,950,51,22,7,-1,9133,24,0,0,612,0,255
0,408,728,17,611,639,15,953,51,22,7,-1,9136,24,0,0,612,0,255
3,3224,728,17,612,639,15,956,51,22,7,-1,9140,24,0,0,612,0,255
10,10508,728,17,612,639,15,963,51,22,7,-1,9145,24,0,0,612,1,255
15,16036,728,17,615,639,15,968,51,22,7,-1,9151,24,0,0,612,1,255
21,21580,728,17,612,639,15,974,51,22,7,-1,9156,24,0,0,612,1,255
26,27092,728,17,612,639,15,979,51,22,7,-1,9162,24,0,0,612,1,255
31,32604,728,17,612,639,15,985,51,22,7,-1,9167,24,0,0,612,1,255
37,38132,728,17,612,639,15,991,51,22,7,-1,9173,24,0,0,612,1,255
43,43656,728,17,612,639,15,996,51,22,7,-1,9179,24,0,0,612,1,255
49,49180,728,17,612,639,15,1002,51,22,7,-1,9184,24,0,0,612,1,255
54,54788,728,17,612,639,15,1007,51,22,7,-1,9190,24,0,0,612,1,255
59,60404,728,17,612,639,15,1013,51,22,7,-1,9195,24,0,0,612,1,255
65,66020,728,17,612,639,15,1018,51,22,7,-1,9201,24,0,0,612,1,255
70,71624,728,17,612,639,15,1024,51,22,7,-1,9206,24,0,0,612,1,255
76,77244,728,17,611,639,15,1029,51,22,7,-1,9212,24,0,0,611,1,255
82,82856,728,17,617,639,15,1036,51,22,7,-1,9218,24,0,0,617,1,255
88,88464,728,17,621,639,15,1041,51,22,7,-1,9224,24,0,0,621,1,255
93,94112,728,17,627,682,16,4,1043,23,7,-1,9229,24,0,0,627,1,255
99,99604,728,17,635,682,16,9,1043,23,7,-1,9234,24,0,0,636,1,255
104,105172,728,17,644,682,16,14,1043,23,7,-1,9240,24,0,0,645,1,255
110,110960,728,17,654,682,16,20,1043,23,7,-1,9246,24,0,0,654,1,255
115,116740,728,17,661,682,16,26,1043,23,7,-1,9251,24,0,0,661,1,255
121,122516,728,17,670,682,16,31,1043,23,7,-1,9258,24,0,0,670,1,255
127,127392,728,17,677,724,17,2,35,24,7,-1,9263,24,0,0,676,0,255
1126,1126760,728,17,740,767,18,976,25,25,7,-1,10262,24,0,0,740,0,255
0,408,510,11,740,767,18,979,25,25,7,-1,10265,24,0,0,740,0,255
3,3344,510,11,740,767,18,983,25,25,7,-1,10269,24,0,0,740,0,255
10,10716,510,11,740,767,18,989,25,25,7,-1,10275,24,0,0,740,-1,255
16,16420,510,11,740,767,18,995,25,25,7,-1,10280,24,0,0,740,-1,255
22,22100,510,11,740,767,18,1001,25,25,7,-1,10287,24,0,0,740,-1,255
28,27884,510,11,740,767,18,1007,25,25,7,-1,10293,24,0,0,740,-1,255
33,33668,510,11,740,767,18,1013,25,25,7,-1,10298,24,0,0,740,-1,255
39,39444,510,11,740,767,18,1018,25,25,7,-1,10304,24,0,0,740,-1,255
45,45228,510,11,740,767,18,1024,25,25,7,-1,10310,24,0,0,741,-1,255
50,51016,510,11,740,767,18,1030,25,25,7,-1,10315,24,0,0,740,-1,255
56,56780,510,11,740,767,18,1035,25,25,7,-1,10321,24,0,0,740,-1,255
63,62564,510,11,740,767,18,1042,25,25,7,-1,10327,24,0,0,740,-1,255
68,68340,510,11,740,767,18,1048,25,25,7,-1,10333,24,0,0,740,-1,255
74,74132,510,11,741,767,18,1053,25,25,7,-1,10339,24,0,0,740,-1,255
80,79952,510,11,735,767,18,1059,25,25,7,-1,10344,24,0,0,735,-1,255
85,85696,510,11,729,767,18,1064,25,25,7,-1,10350,24,0,0,731,-1,255
91,91472,510,11,727,767,18,1070,25,25,7,-1,10356,24,0,0,727,-1,255
97,97272,510,11,720,767,18,1076,25,25,7,-1,10361,24,0,0,720,-1,255
102,103116,510,11,713,724,17,5,1078,25,8,-1,10368,24,0,0,713,-1,255
109,108972,510,11,705,724,17,10,1078,25,8,-1,10374,24,0,0,704,-1,255
115,114900,510,11,695,724,17,16,1078,25,8,-1,10380,24,0,0,695,-1,255
121,120872,510,11,687,724,17,22,1078,25,8,-1,10385,24,0,0,686,-1,255
126,126812,510,11,680,724,17,28,1078,25,8,-1,10391,24,0,0,679,-1,255
132,132784,510,11,670,682,16,3,30,25,9,-1,10397,24,0,0,670,-1,255
138,138456,510,11,662,682,16,9,30,25,9,-1,10402,24,0,0,662,-1,255
143,144140,510,11,654,682,16,15,30,25,9,-1,10408,24,0,0,652,-1,255
150,149944,510,11,646,682,16,21,30,25,9,-1,10415,24,0,0,646,-1,255
156,155728,510,11,636,682,16,27,30,25,9,-1,10420,24,0,0,636,-1,255
161,161484,510,11,627,682,16,33,30,25,9,-1,10426,24,0,0,626,-1,255
167,167292,510,11,618,639,15,3,35,25,10,-1,10432,24,0,0,618,-1,255
173,173044,510,11,609,639,15,9,35,25,10,-1,10437,24,0,0,609,-1,255
178,178836,510,11,601,639,15,14,35,25,10,-1,10443,24,0,0,601,-1,255
184,184684,510,11,593,639,15,20,35,25,10,-1,10449,24,0,0,592,-1,255
191,190576,510,11,583,639,15,27,35,25,10,-1,10455,24,0,0,583,-1,255
196,196452,510,11,574,596,14,4,29,25,11,-1,10461,24,0,0,574,-1,255
202,202196,510,11,565,596,14,9,29,25,11,-1,10467,24,0,0,565,-1,255
208,207996,510,11,556,596,14,15,29,25,11,-1,10472,24,0,0,555,-1,255
213,213852,510,11,547,596,14,21,29,25,11,-1,10478,24,0,0,547,-1,255
219,219712,510,11,539,596,14,26,29,25,11,-1,10484,24,0,0,538,-1,255
225,225596,510,11,530,554,13,3,29,25,12,-1,10490,24,0,0,529,-1,255
230,231356,510,11,520,554,13,10,29,25,12,-1,10496,24,0,0,520,-1,255
237,237216,510,11,511,554,13,15,29,25,12,-1,10502,24,0,0,510,-1,255
243,243088,510,11,500,554,13,21,29,25,12,-1,10508,24,0,0,500,-1,255
249,248964,510,11,491,554,13,27,29,25,12,-1,10513,24,0,0,491,-1,255
254,254844,510,11,482,511,12,4,29,25,13,-1,10519,24,0,0,481,-1,255
260,260592,510,11,473,511,12,9,29,25,13,-1,10525,24,0,0,473,-1,255
266,266392,510,11,464,511,12,15,29,25,13,-1,10531,24,0,0,464,-1,255
271,272244,510,11,454,511,12,21,29,25,13,-1,10536,24,0,0,454,-1,255
278,278104,510,11,444,511,12,27,29,25,13,-1,10543,24,0,0,444,-1,255
283,283072,510,11,438,468,11,2,30,25,14,-1,10548,24,0,0,437,0,255
1282,1282088,510,11,378,426,10,972,29,25,15,-1,11546,24,0,0,378,0,255
0,396,835,19,378,426,10,975,29,25,15,-1,11549,24,0,0,378,0,255
3,3460,835,19,378,426,10,979,29,25,15,-1,11554,24,0,0,378,0,255
10,10920,835,19,378,426,10,985,29,25,15,-1,11560,24,0,0,378,1,255
17,16616,835,19,378,426,10,992,29,25,15,-1,11566,24,0,0,378,1,255
22,22304,835,19,378,426,10,997,29,25,15,-1,11572,24,0,0,378,1,255
28,28000,835,19,378,426,10,1003,29,25,15,-1,11578,24,0,0,378,1,255
33,33784,835,19,378,426,10,1009,29,25,15,-1,11583,24,0,0,378,1,255
39,39568,835,19,378,426,10,1014,29,25,15,-1,11589,24,0,0,378,1,255
45,45344,835,19,377,426,10,1020,29,25,15,-1,11595,24,0,0,378,1,255
50,51128,835,19,377,426,10,1026,29,25,15,-1,11600,24,0,0,377,1,255
57,56908,835,19,377,426,10,1032,29,25,15,-1,11607,24,0,0,378,1,255
63,62696,835,19,377,426,10,1038,29,25,15,-1,11612,24,0,0,377,1,255
68,68460,835,19,377,426,10,1043,29,25,15,-1,11618,24,0,0,377,1,255
74,74248,835,19,377,426,10,1049,29,25,15,-1,11624,24,0,0,377,1,255
80,80068,835,19,379,426,10,1055,29,25,15,-1,11629,24,0,0,380,1,255
85,85812,835,19,383,426,10,1060,29,25,15,-1,11635,24,0,0,383,1,255
91,91588,835,19,390,426,10,1066,29,25,15,-1,11641,24,0,0,390,1,255
97,97396,835,19,397,468,11,5,1068,26,15,-1,11647,24,0,0,397,1,255
103,103120,835,19,407,468,11,10,1068,26,15,-1,11653,24,0,0,407,1,255
109,109068,835,19,415,468,11,16,1068,26,15,-1,11659,24,0,0,416,1,255
115,115020,835,19,423,468,11,22,1068,26,15,-1,11665,24,0,0,423,1,255
121,120968,835,19,433,468,11,28,1068,26,15,-1,11670,24,0,0,433,1,255
126,126952,835,19,441,511,12,4,30,27,15,-1,11676,24,0,0,441,1,255
132,132620,835,19,450,511,12,9,30,27,15,-1,11682,24,0,0,451,1,255
137,138344,835,19,460,511,12,15,30,27,15,-1,11687,24,0,0,460,1,255
144,144092,835,19,469,511,12,21,30,27,15,-1,11694,24,0,0,468,1,255
150,149876,835,19,477,511,12,27,30,27,15,-1,11700,24,0,0,477,1,255
155,155656,835,19,487,511,12,33,30,27,15,-1,11705,24,0,0,486,1,255
161,161456,835,19,495,554,13,3,35,28,15,-1,11711,24,0,0,496,1,255
167,167152,835,19,504,554,13,9,35,28,15,-1,11716,24,0,0,505,1,255
172,172816,835,19,514,554,13,14,35,28,15,-1,11722,24,0,0,514,1,255
178,178604,835,19,522,554,13,20,35,28,15,-1,11728,24,0,0,523,1,255
183,184384,835,19,532,554,13,27,35,28,15,-1,11734,24,0,0,532,1,255
190,190184,835,19,541,596,14,3,29,29,15,-1,11740,24,0,0,541,1,255
196,195876,835,19,551,596,14,9,29,29,15,-1,11745,24,0,0,551,1,255
201,201556,835,19,560,596,14,14,29,29,15,-1,11751,24,0,0,560,1,255
207,207328,835,19,570,596,14,20,29,29,15,-1,11757,24,0,0,570,1,255
213,213112,835,19,577,596,14,26,29,29,15,-1,11762,24,0,0,578,1,255
218,218924,835,19,588,639,15,3,28,30,15,-1,11768,24,0,0,588,1,255
224,224588,835,19,596,639,15,9,28,30,15,-1,11773,24,0,0,597,1,255
230,230300,835,19,608,639,15,16,28,30,15,-1,11780,24,0,0,608,1,255
236,236060,835,19,616,639,15,21,28,30,15,-1,11786,24,0,0,616,1,255
242,241864,835,19,625,682,16,4,23,31,15,-1,11791,24,0,0,626,1,255
247,247536,835,19,636,682,16,9,23,31,15,-1,11797,24,0,0,637,1,255
253,253252,835,19,647,682,16,15,23,31,15,-1,11803,24,0,0,647,1,255
258,259008,835,19,655,682,16,21,23,31,15,-1,11808,24,0,0,655,1,255
264,264812,835,19,664,682,16,26,23,31,15,-1,11814,24,0,0,664,1,255
271,270604,835,19,675,724,17,4,29,32,15,-1,11820,24,0,0,675,1,255
276,276284,835,19,684,724,17,9,29,32,15,-1,11826,24,0,0,683,1,255
282,281980,835,19,693,724,17,15,29,32,15,-1,11832,24,0,0,693,1,255
287,287744,835,19,703,724,17,21,29,32,15,-1,11837,24,0,0,702,1,255
293,293524,835,19,711,724,17,26,29,32,15,-1,11843,24,0,0,712,1,255
299,299332,835,19,721,767,18,3,29,33,15,-1,11848,24,0,0,721,1,255
304,304996,835,19,731,767,18,9,29,33,15,-1,11854,24,0,0,731,1,255
310,310692,835,19,741,767,18,14,29,33,15,-1,11861,24,0,0,741,1,255
316,316480,835,19,751,767,18,21,29,33,15,-1,11866,24,0,0,751,1,255
322,322264,835,19,759,767,18,26,29,33,15,-1,11872,24,0,0,760,1,255
327,327124,835,19,768,809,19,2,29,34,15,-1,11877,24,0,0,766,0,255
1326,1326476,835,19,830,852,20,981,20,35,15,-1,12876,24,0,0,831,0,255
0,404,77,1,831,852,20,984,20,35,15,-1,12879,24,0,0,831,0,255
3,3292,77,1,831,852,20,987,20,35,15,-1,12883,24,0,0,831,0,255
11,10604,77,1,831,852,20,995,20,35,15,-1,12890,24,0,0,830,-1,255
16,16196,77,1,831,852,20,1001,20,35,15,-1,12895,24,0,0,831,-1,255
22,21880,77,1,831,852,20,1006,20,35,15,-1,12901,24,0,0,831,-1,255
28,27604,77,1,830,852,20,1012,20,35,15,-1,12906,24,0,0,830,-1,255
33,33288,77,1,831,852,20,1017,20,35,15,-1,12912,24,0,0,831,-1,255
39,38964,77,1,831,852,20,1023,20,35,15,-1,12917,24,0,0,831,-1,255
44,44668,77,1,830,852,20,1028,20,35,15,-1,12923,24,0,0,830,-1,255
51,50364,77,1,831,852,20,1035,20,35,15,-1,12930,24,0,0,831,-1,255
56,56048,77,1,831,852,20,1040,20,35,15,-1,12935,24,0,0,831,-1,255
62,61772,77,1,831,852,20,1046,20,35,15,-1,12941,24,0,0,830,-1,255
67,67452,77,1,829,852,20,1052,20,35,15,-1,12946,24,0,0,830,-1,255
73,73144,77,1,830,852,20,1057,20,35,15,-1,12952,24,0,0,830,-1,255
79,78864,77,1,828,852,20,1063,20,35,15,-1,12957,24,0,0,828,-1,255
84,84556,77,1,824,852,20,1068,20,35,15,-1,12963,24,0,0,823,-1,255
90,90240,77,1,820,852,20,1074,20,35,15,-1,12968,24,0,0,820,-1,255
96,95928,77,1,814,852,20,1080,20,35,15,-1,12975,24,0,0,814,-1,255
102,101672,77,1,805,852,20,1086,20,35,15,-1,12981,24,0,0,805,-1,255
108,107576,77,1,797,809,19,3,1089,35,16,-1,12986,24,0,0,797,-1,255
113,113320,77,1,789,809,19,8,1089,35,16,-1,12992,24,0,0,789,-1,255
119,119100,77,1,781,809,19,14,1089,35,16,-1,12998,24,0,0,781,-1,255
125,124996,77,1,773,809,19,20,1089,35,16,-1,13003,24,0,0,773,-1,255
130,130832,77,1,765,809,19,26,1089,35,16,-1,13009,24,0,0,765,-1,255
137,136724,77,1,757,767,18,4,28,35,17,-1,13016,24,0,0,756,-1,255
143,142308,77,1,748,767,18,10,28,35,17,-1,13021,24,0,0,748,-1,255
148,148004,77,1,740,767,18,15,28,35,17,-1,13027,24,0,0,740,-1,255
154,153716,77,1,733,767,18,21,28,35,17,-1,13032,24,0,0,733,-1,255
159,159388,77,1,724,767,18,26,28,35,17,-1,13038,24,0,0,723,-1,255
165,165080,77,1,716,767,18,32,28,35,17,-1,13043,24,0,0,716,-1,255
170,170816,77,1,709,724,17,4,34,35,18,-1,13049,24,0,0,709,-1,255
176,176384,77,1,699,724,17,10,34,35,18,-1,13056,24,0,0,699,-1,255
182,182088,77,1,692,724,17,16,34,35,18,-1,13061,24,0,0,691,-1,255
188,187780,77,1,682,724,17,21,34,35,18,-1,13067,24,0,0,682,-1,255
194,193476,77,1,675,724,17,27,34,35,18,-1,13072,24,0,0,674,-1,255
199,199196,77,1,667,682,16,3,29,35,19,-1,13078,24,0,0,666,-1,255
205,204800,77,1,657,682,16,9,29,35,19,-1,13083,24,0,0,656,-1,255
210,210388,77,1,649,682,16,14,29,35,19,-1,13089,24,0,0,648,-1,255
216,216116,77,1,640,682,16,20,29,35,19,-1,13094,24,0,0,640,-1,255
222,221780,77,1,631,682,16,26,29,35,19,-1,13101,24,0,0,631,-1,255
228,227476,77,1,623,682,16,32,29,35,19,-1,13106,24,0,0,623,-1,255
233,233204,77,1,614,639,15,3,34,35,20,-1,13112,24,0,0,614,-1,255
239,238780,77,1,606,639,15,9,34,35,20,-1,13117,24,0,0,605,-1,255
244,244384,77,1,596,639,15,14,34,35,20,-1,13123,24,0,0,596,-1,255
250,250084,77,1,589,639,15,20,34,35,20,-1,13129,24,0,0,589,-1,255
255,255816,77,1,579,596,14,4,22,35,21,-1,13134,24,0,0,579,-1,255
261,261388,77,1,572,596,14,9,22,35,21,-1,13139,24,0,0,571,-1,255
267,267004,77,1,563,596,14,16,22,35,21,-1,13146,24,0,0,563,-1,255
273,272700,77,1,555,596,14,21,22,35,21,-1,13152,24,0,0,554,-1,255
278,278392,77,1,545,596,14,27,22,35,21,-1,13157,24,0,0,545,-1,255
284,284084,77,1,537,596,14,32,22,35,21,-1,13163,24,0,0,537,-1,255
290,289812,77,1,528,554,13,4,34,35,22,-1,13168,24,0,0,528,-1,255
295,295388,77,1,519,554,13,9,34,35,22,-1,13174,24,0,0,519,-1,255
301,301004,77,1,510,554,13,15,34,35,22,-1,13179,24,0,0,509,-1,255
307,306700,77,1,500,554,13,21,34,35,22,-1,13186,24,0,0,500,-1,255
313,312420,77,1,491,554,13,27,34,35,22,-1,13191,24,0,0,490,-1,255
318,318116,77,1,481,511,12,3,29,35,23,-1,13197,24,0,0,482,-1,255
324,323700,77,1,473,511,12,9,29,35,23,-1,13202,24,0,0,473,-1,255
329,329304,77,1,465,511,12,14,29,35,23,-1,13208,24,0,0,465,-1,255
335,335004,77,1,455,511,12,20,29,35,23,-1,13213,24,0,0,454,-1,255
340,340700,77,1,446,511,12,25,29,35,23,-1,13219,24,0,0,446,-1,255
346,346420,77,1,438,468,11,3,28,35,24,-1,13226,24,0,0,437,-1,255
352,352004,77,1,428,468,11,10,28,35,24,-1,13231,24,0,0,428,-1,255
358,357700,77,1,419,468,11,15,28,35,24,-1,13237,24,0,0,418,-1,255
363,363392,77,1,410,468,11,21,28,35,24,-1,13242,24,0,0,410,-1,255
369,369084,77,1,402,468,11,26,28,35,24,-1,13248,24,0,0,402,-1,255
375,374812,77,1,393,426,10,4,28,35,25,-1,13253,24,0,0,393,-1,255
380,380388,77,1,383,426,10,9,28,35,25,-1,13259,24,0,0,384,-1,255
386,386004,77,1,374,426,10,15,28,35,25,-1,13264,24,0,0,374,-1,255
392,391700,77,1,364,426,10,21,28,35,25,-1,13271,24,0,0,364,-1,255
398,397412,77,1,355,426,10,27,28,35,25,-1,13276,24,0,0,355,-1,255
403,403112,77,1,346,383,9,3,29,35,26,-1,13282,24,0,0,347,-1,255
409,408632,77,1,337,383,9,9,29,35,26,-1,13287,24,0,0,337,-1,255
414,414140,77,1,329,383,9,14,29,35,26,-1,13293,24,0,0,328,-1,255
419,419752,77,1,319,383,9,20,29,35,26,-1,13298,24,0,0,318,-1,255
425,425364,77,1,310,383,9,25,29,35,26,-1,13304,24,0,0,310,-1,255
430,431000,77,1,301,341,8,4,27,35,27,-1,13309,24,0,0,301,-1,255
437,436492,77,1,294,341,8,10,27,35,27,-1,13315,24,0,0,294,-1,255
442,442100,77,1,286,341,8,15,27,35,27,-1,13321,24,0,0,287,-1,255
448,447708,77,1,278,341,8,21,27,35,27,-1,13326,24,0,0,278,-1,255
453,453348,77,1,269,341,8,26,27,35,27,-1,13332,24,0,0,269,-1,255
459,458952,77,1,259,341,8,32,27,35,27,-1,13337,24,0,0,259,-1,255
464,464572,77,1,251,298,7,3,34,35,28,-1,13343,24,0,0,250,-1,255
470,470084,77,1,241,298,7,9,34,35,28,-1,13348,24,0,0,241,-1,255
475,475588,77,1,234,298,7,15,34,35,28,-1,13355,24,0,0,234,-1,255
482,481208,77,1,226,298,7,21,34,35,28,-1,13360,24,0,0,226,-1,255
487,486824,77,1,219,298,7,26,34,35,28,-1,13366,24,0,0,218,-1,255
492,492456,77,1,210,255,6,4,28,35,29,-1,13371,24,0,0,211,-1,255
498,497964,77,1,204,255,6,9,28,35,29,-1,13376,24,0,0,204,-1,255
503,503468,77,1,195,255,6,14,28,35,29,-1,13382,24,0,0,195,-1,255
509,509084,77,1,187,255,6,20,28,35,29,-1,13387,24,0,0,186,-1,255
514,514692,77,1,179,255,6,25,28,35,29,-1,13393,24,0,0,179,-1,255
521,520324,77,1,172,255,6,32,28,35,29,-1,13399,24,0,0,171,-1,255
526,525940,77,1,162,213,5,3,34,35,30,-1,13405,24,0,0,161,-1,255
532,531436,77,1,154,213,5,9,34,35,30,-1,13410,24,0,0,153,-1,255
537,536964,77,1,146,213,5,14,34,35,30,-1,13416,24,0,0,146,-1,255
542,542576,77,1,138,213,5,20,34,35,30,-1,13421,24,0,0,137,-1,255
548,548180,77,1,130,213,5,25,34,35,30,-1,13427,24,0,0,130,-1,255
553,553824,77,1,122,170,4,4,27,35,31,-1,13432,24,0,0,122,-1,255
559,559316,77,1,114,170,4,9,27,35,31,-1,13437,24,0,0,114,-1,255
565,564860,77,1,105,170,4,15,27,35,31,-1,13444,24,0,0,104,-1,255
571,570468,77,1,94,170,4,21,27,35,31,-1,13449,24,0,0,95,-1,255
576,575908,77,1,87,170,4,26,27,35,31,-1,13455,24,0,0,87,-1,255
581,581332,77,1,78,170,4,31,27,35,31,-1,13460,24,0,0,78,-1,255
587,586804,77,1,69,127,3,3,34,35,32,-1,13465,24,0,0,69,-1,255
592,592124,77,1,61,127,3,8,34,35,32,-1,13470,24,0,0,60,-1,255
597,597484,77,1,53,127,3,13,34,35,32,-1,13476,24,0,0,52,-1,255
602,602928,77,1,44,127,3,18,34,35,32,-1,13482,24,0,0,43,-1,255
609,608380,77,1,35,127,3,25,34,35,32,-1,13487,24,0,0,35,-1,255
614,613828,77,1,27,85,2,3,27,35,33,-1,13493,24,0,0,27,-1,255
619,619068,77,1,18,85,2,8,27,35,33,-1,13498,24,0,0,20,-1,255
624,624340,77,1,12,85,2,13,27,35,33,-1,13503,24,0,0,12,-1,255
630,629700,77,1,5,85,2,19,27,35,33,-1,13508,24,0,0,5,-1,255
635,634900,77,1,0,85,2,24,27,35,33,-1,13513,24,0,0,0,-1,255
640,640060,77,1,0,85,2,29,27,35,33,-1,13518,24,0,0,0,-1,255
645,645260,77,1,0,0,0,3,31,0,0,-1,13523,24,1,0,0,1,255
650,650000,77,1,0,0,0,8,31,0,0,-1,13529,24,1,0,0,1,255
655,654768,77,1,6,0,0,13,31,0,0,-1,13533,24,1,0,2,1,255
660,659608,77,1,0,0,0,18,31,0,0,-1,13538,24,1,0,0,1,255
