targetingTimeMilliseconds,targetingTimeMicroseconds,targetPosition,targetEdgesFromLeft,groundTruthPosition,estimatedPosition,estimatedEdgesFromLeft,timeSinceLastEdge,timeBetweenLastEdges,forwardsEdgesSinceLastLimit,backwardsEdgesSinceLastLimit,lastLimit,timeSinceLastLimit,edgesBetweenLimits,atLeftLimit,atRightLimit,opticalSensorDarkness,motorDirection,motorDuty
41,40948,21,0,595,724,17,1007,46,31,14,-1,35677,24,0,0,595,-1,255
46,46636,21,0,595,724,17,1013,46,31,14,-1,35682,24,0,0,595,-1,255
52,52324,21,0,595,724,17,1018,46,31,14,-1,35688,24,0,0,595,-1,255
58,58028,21,0,595,724,17,1024,46,31,14,-1,35693,24,0,0,595,-1,255
63,63724,21,0,595,724,17,1029,46,31,14,-1,35700,24,0,0,595,-1,255
70,69428,21,0,596,724,17,1036,46,31,14,-1,35705,24,0,0,596,-1,255
75,75116,21,0,595,724,17,1041,46,31,14,-1,35711,24,0,0,595,-1,255
81,80808,21,0,593,724,17,1047,46,31,14,-1,35717,24,0,0,593,-1,255
86,86512,21,0,590,724,17,1053,46,31,14,-1,35722,24,0,0,590,-1,255
92,92212,21,0,585,724,17,1058,46,31,14,-1,35728,24,0,0,585,-1,255
98,97936,21,0,578,682,16,4,1060,31,15,-1,35733,24,0,0,578,-1,255
103,103560,21,0,571,682,16,9,1060,31,15,-1,35739,24,0,0,571,-1,255
110,109360,21,0,563,682,16,16,1060,31,15,-1,35745,24,0,0,563,-1,255
115,115212,21,0,555,682,16,22,1060,31,15,-1,35751,24,0,0,555,-1,255
121,121068,21,0,545,682,16,27,1060,31,15,-1,35757,24,0,0,545,-1,255
127,126932,21,0,537,682,16,33,1060,31,15,-1,35763,24,0,0,537,-1,255
133,132840,21,0,528,639,15,3,36,31,16,-1,35768,24,0,0,528,-1,255
138,138412,21,0,520,639,15,8,36,31,16,-1,35774,24,0,0,519,-1,255
144,144024,21,0,511,639,15,14,36,31,16,-1,35779,24,0,0,511,-1,255
149,149720,21,0,501,639,15,20,36,31,16,-1,35786,24,0,0,501,-1,255
156,155440,21,0,493,639,15,26,36,31,16,-1,35791,24,0,0,493,-1,255
161,161132,21,0,483,596,14,3,28,31,17,-1,35797,24,0,0,482,-1,255
167,166716,21,0,475,596,14,9,28,31,17,-1,35802,24,0,0,475,-1,255
172,172324,21,0,467,596,14,14,28,31,17,-1,35808,24,0,0,466,-1,255
178,178036,21,0,458,596,14,20,28,31,17,-1,35813,24,0,0,458,-1,255
183,183716,21,0,449,596,14,25,28,31,17,-1,35819,24,0,0,448,-1,255
189,189436,21,0,439,554,13,3,28,31,18,-1,35825,24,0,0,439,-1,255
195,195028,21,0,431,554,13,10,28,31,18,-1,35831,24,0,0,430,-1,255
201,200716,21,0,420,554,13,15,28,31,18,-1,35837,24,0,0,420,-1,255
206,206412,21,0,412,554,13,21,28,31,18,-1,35842,24,0,0,412,-1,255
212,212104,21,0,405,554,13,26,28,31,18,-1,35848,24,0,0,405,-1,255
218,217836,21,0,396,511,12,3,29,31,19,-1,35853,24,0,0,396,-1,255
223,223404,21,0,386,511,12,8,29,31,19,-1,35859,24,0,0,385,-1,255
229,229024,21,0,378,511,12,14,29,31,19,-1,35864,24,0,0,377,-1,255
234,234720,21,0,369,511,12,20,29,31,19,-1,35871,24,0,0,369,-1,255
241,240428,21,0,359,511,12,26,29,31,19,-1,35876,24,0,0,359,-1,255
246,246100,21,0,350,511,12,31,29,31,19,-1,35882,24,0,0,350,-1,255
252,251832,21,0,341,468,11,3,34,31,20,-1,35887,24,0,0,341,-1,255
257,257412,21,0,333,468,11,8,34,31,20,-1,35893,24,0,0,333,-1,255
263,263024,21,0,322,468,11,14,34,31,20,-1,35898,24,0,0,322,-1,255
268,268720,21,0,313,468,11,20,34,31,20,-1,35904,24,0,0,313,-1,255
274,274440,21,0,304,426,10,3,22,31,21,-1,35910,24,0,0,304,-1,255
280,280028,21,0,297,426,10,10,22,31,21,-1,35916,24,0,0,297,-1,255
286,285720,21,0,291,426,10,15,22,31,21,-1,35922,24,0,0,291,-1,255
291,291420,21,0,283,426,10,21,22,31,21,-1,35927,24,0,0,283,-1,255
297,297104,21,0,274,426,10,26,22,31,21,-1,35933,24,0,0,275,-1,255
303,302832,21,0,265,426,10,32,22,31,21,-1,35938,24,0,0,264,-1,255
308,308528,21,0,255,383,9,3,34,31,22,-1,35944,24,0,0,255,-1,255
314,314040,21,0,246,383,9,9,34,31,22,-1,35949,24,0,0,246,-1,255
319,319568,21,0,240,383,9,14,34,31,22,-1,35956,24,0,0,240,-1,255
325,325164,21,0,232,383,9,21,34,31,22,-1,35961,24,0,0,232,-1,255
331,330768,21,0,224,383,9,26,34,31,22,-1,35967,24,0,0,224,-1,255
336,336380,21,0,217,383,9,32,34,31,22,-1,35972,24,0,0,216,-1,255
342,342016,21,0,209,341,8,3,34,31,23,-1,35978,24,0,0,209,-1,255
347,347512,21,0,203,341,8,8,34,31,23,-1,35983,24,0,0,203,-1,255
353,353056,21,0,194,341,8,14,34,31,23,-1,35988,24,0,0,196,-1,255
358,358648,21,0,187,341,8,19,34,31,23,-1,35994,24,0,0,186,-1,255
365,364280,21,0,179,341,8,26,34,31,23,-1,36000,24,0,0,179,-1,255
370,369864,21,0,170,341,8,31,34,31,23,-1,36006,24,0,0,170,-1,255
376,375504,21,0,162,298,7,4,33,31,24,-1,36011,24,0,0,162,-1,255
381,381000,21,0,154,298,7,9,33,31,24,-1,36017,24,0,0,154,-1,255
386,386532,21,0,146,298,7,14,33,31,24,-1,36022,24,0,0,146,-1,255
392,392136,21,0,140,298,7,20,33,31,24,-1,36028,24,0,0,139,-1,255
397,397744,21,0,131,298,7,25,33,31,24,-1,36033,24,0,0,132,-1,255
403,403380,21,0,122,255,6,3,28,31,25,-1,36038,24,0,0,124,-1,255
409,408876,21,0,116,255,6,9,28,31,25,-1,36045,24,0,0,115,-1,255
415,414424,21,0,107,255,6,15,28,31,25,-1,36050,24,0,0,106,-1,255
420,420012,21,0,98,255,6,20,28,31,25,-1,36056,24,0,0,97,-1,255
425,425460,21,0,89,255,6,25,28,31,25,-1,36061,24,0,0,88,-1,255
431,430896,21,0,81,255,6,31,28,31,25,-1,36066,24,0,0,81,-1,255
436,436368,21,0,72,213,5,3,33,31,26,-1,36072,24,0,0,72,-1,255
441,441696,21,0,63,213,5,8,33,31,26,-1,36077,24,0,0,64,-1,255
446,447052,21,0,54,213,5,14,33,31,26,-1,36082,24,0,0,55,-1,255
453,452488,21,0,47,213,5,20,33,31,26,-1,36088,24,0,0,47,-1,255
458,457928,21,0,38,213,5,25,33,31,26,-1,36094,24,0,0,38,-1,255
463,463372,21,0,32,213,5,30,33,31,26,-1,36099,24,0,0,32,-1,255
469,468832,21,0,24,170,4,3,33,31,27,-1,36104,24,0,0,24,-1,255
474,474168,21,0,15,170,4,8,33,31,27,-1,36110,24,0,0,15,-1,255
479,479536,21,0,8,170,4,13,33,31,27,-1,36115,24,0,0,8,-1,255
484,484780,21,0,2,170,4,18,33,31,27,-1,36120,24,0,0,1,-1,255
489,490100,21,0,0,170,4,25,33,31,27,-1,36126,24,0,0,0,-1,255
496,495336,21,0,0,170,4,30,33,31,27,-1,36131,24,0,0,0,-1,255
500,499672,21,0,0,0,0,2,32,0,0,-1,36135,24,1,0,0,0,255
1499,1498952,21,0,0,0,0,1001,32,0,0,-1,37134,24,1,0,0,0,255
1,388,906,21,0,0,0,1003,32,0,0,-1,37137,24,1,0,0,0,255
3,2892,906,21,0,0,0,1006,32,0,0,-1,37140,24,1,0,0,0,255
9,9148,906,21,0,0,0,1012,32,0,0,-1,37145,24,1,0,0,1,255
15,14040,906,21,0,0,0,1018,32,0,0,-1,37151,24,1,0,0,1,255
20,19056,906,21,0,0,0,1023,32,0,0,-1,37156,24,1,0,0,1,255
25,24076,906,21,0,0,0,1028,32,0,0,-1,37161,24,1,0,0,1,255
29,29092,906,21,0,0,0,1032,32,0,0,-1,37166,24,1,0,0,1,255
34,34112,906,21,2,0,0,1037,32,0,0,-1,37171,24,1,0,0,1,255
39,39120,906,21,0,0,0,1042,32,0,0,-1,37176,24,1,0,0,1,255
44,44136,906,21,0,0,0,1047,32,0,0,-1,37181,24,1,0,0,1,255
49,49152,906,21,0,0,0,1052,32,0,0,-1,37186,24,1,0,0,1,255
54,54168,906,21,0,0,0,1057,32,0,0,-1,37190,24,1,0,0,1,255
60,59176,906,21,0,0,0,1063,32,0,0,-1,37196,24,1,0,0,1,255
65,64192,906,21,0,0,0,1068,32,0,0,-1,37201,24,1,0,0,1,255
70,69208,906,21,0,0,0,1073,32,0,0,-1,37206,24,1,0,0,1,255
75,74224,906,21,0,0,0,1078,32,0,0,-1,37211,24,1,0,0,1,255
79,79248,906,21,1,0,0,1082,32,0,0,-1,37216,24,1,0,0,1,255
84,84256,906,21,0,0,0,1087,32,0,0,-1,37221,24,1,0,0,1,255
89,89272,906,21,0,0,0,1092,32,0,0,-1,37226,24,1,0,0,1,255
94,94296,906,21,0,0,0,1097,32,0,0,-1,37231,24,1,0,0,1,255
99,99296,906,21,0,0,0,1103,32,0,0,-1,37237,24,1,0,0,1,255
105,104380,906,21,0,0,0,1108,32,0,0,-1,37242,24,1,0,0,1,255
110,109560,906,21,7,0,0,1113,32,0,0,-1,37247,24,1,0,8,1,255
115,114780,906,21,14,85,2,3,1115,2,0,-1,37252,24,0,0,13,1,255
120,120104,906,21,20,85,2,8,1115,2,0,-1,37257,24,0,0,19,1,255
126,125480,906,21,28,85,2,14,1115,2,0,-1,37262,24,0,0,27,1,255
131,130932,906,21,34,127,3,3,16,3,0,-1,37267,24,0,0,35,1,255
136,136168,906,21,43,127,3,8,16,3,0,-1,37273,24,0,0,42,1,255
141,141444,906,21,51,127,3,14,16,3,0,-1,37279,24,0,0,51,1,255
147,146800,906,21,57,127,3,20,16,3,0,-1,37284,24,0,0,58,1,255
153,152172,906,21,64,127,3,25,16,3,0,-1,37289,24,0,0,64,1,255
158,157516,906,21,73,127,3,30,16,3,0,-1,37294,24,0,0,72,1,255
163,162888,906,21,82,170,4,3,32,4,0,-1,37300,24,0,0,82,1,255
168,168128,906,21,88,170,4,8,32,4,0,-1,37305,24,0,0,89,1,255
173,173408,906,21,97,170,4,14,32,4,0,-1,37310,24,0,0,100,1,255
179,178840,906,21,108,170,4,19,32,4,0,-1,37315,24,0,0,108,1,255
184,184372,906,21,116,170,4,25,32,4,0,-1,37322,24,0,0,116,1,255
191,189928,906,21,123,213,5,4,27,5,0,-1,37327,24,0,0,122,1,255
196,195332,906,21,131,213,5,9,27,5,0,-1,37332,24,0,0,131,1,255
201,200768,906,21,139,213,5,14,27,5,0,-1,37338,24,0,0,140,1,255
207,206304,906,21,147,213,5,20,27,5,0,-1,37343,24,0,0,147,1,255
212,211820,906,21,153,213,5,25,27,5,0,-1,37349,24,0,0,153,1,255
217,217348,906,21,162,213,5,31,27,5,0,-1,37354,24,0,0,162,1,255
223,222900,906,21,171,255,6,3,33,6,0,-1,37359,24,0,0,171,1,255
229,228316,906,21,179,255,6,9,33,6,0,-1,37366,24,0,0,179,1,255
234,233756,906,21,186,255,6,15,33,6,0,-1,37371,24,0,0,187,1,255
240,239272,906,21,193,255,6,20,33,6,0,-1,37376,24,0,0,194,1,255
245,244800,906,21,202,255,6,25,33,6,0,-1,37382,24,0,0,202,1,255
251,250340,906,21,208,255,6,31,33,6,0,-1,37387,24,0,0,209,1,255
256,255880,906,21,217,298,7,3,33,7,0,-1,37393,24,0,0,217,1,255
261,261292,906,21,225,298,7,8,33,7,0,-1,37398,24,0,0,225,1,255
267,266732,906,21,232,298,7,14,33,7,0,-1,37403,24,0,0,233,1,255
273,272260,906,21,241,298,7,20,33,7,0,-1,37410,24,0,0,241,1,255
278,277780,906,21,249,298,7,26,33,7,0,-1,37415,24,0,0,249,1,255
284,283340,906,21,258,341,8,3,28,8,0,-1,37420,24,0,0,257,1,255
289,288744,906,21,264,341,8,8,28,8,0,-1,37426,24,0,0,264,1,255
294,294188,906,21,274,341,8,14,28,8,0,-1,37431,24,0,0,274,1,255
300,299716,906,21,282,341,8,19,28,8,0,-1,37436,24,0,0,283,1,255
305,305236,906,21,290,341,8,24,28,8,0,-1,37442,24,0,0,291,1,255
311,310764,906,21,298,341,8,30,28,8,0,-1,37447,24,0,0,298,1,255
317,316316,906,21,305,383,9,3,33,9,0,-1,37454,24,0,0,305,1,255
322,321728,906,21,312,383,9,8,33,9,0,-1,37459,24,0,0,312,1,255
328,327168,906,21,320,383,9,14,33,9,0,-1,37464,24,0,0,321,1,255
333,332692,906,21,329,383,9,19,33,9,0,-1,37470,24,0,0,329,1,255
338,338220,906,21,336,383,9,25,33,9,0,-1,37475,24,0,0,337,1,255
344,343740,906,21,346,383,9,30,33,9,0,-1,37480,24,0,0,346,1,255
349,349300,906,21,355,426,10,3,32,10,0,-1,37486,24,0,0,355,1,255
355,354908,906,21,362,426,10,10,32,10,0,-1,37492,24,0,0,362,1,255
361,360572,906,21,372,426,10,15,32,10,0,-1,37498,24,0,0,372,1,255
367,366268,906,21,382,426,10,21,32,10,0,-1,37503,24,0,0,382,1,255
372,371964,906,21,391,426,10,27,32,10,0,-1,37509,24,0,0,391,1,255
378,377684,906,21,401,468,11,3,29,11,0,-1,37515,24,0,0,401,1,255
383,383268,906,21,409,468,11,9,29,11,0,-1,37520,24,0,0,410,1,255
389,388876,906,21,418,468,11,14,29,11,0,-1,37526,24,0,0,418,1,255
394,394576,906,21,428,468,11,20,29,11,0,-1,37531,24,0,0,428,1,255
401,400264,906,21,437,468,11,26,29,11,0,-1,37538,24,0,0,437,1,255
407,405992,906,21,445,511,12,4,28,12,0,-1,37543,24,0,0,445,1,255
412,411580,906,21,454,511,12,9,28,12,0,-1,37549,24,0,0,454,1,255
417,417184,906,21,463,511,12,15,28,12,0,-1,37554,24,0,0,463,1,255
423,422876,906,21,473,511,12,20,28,12,0,-1,37560,24,0,0,473,1,255
429,428596,906,21,482,511,12,26,28,12,0,-1,37565,24,0,0,482,1,255
434,434300,906,21,492,554,13,3,28,13,0,-1,37571,24,0,0,492,1,255
440,439908,906,21,501,554,13,10,28,13,0,-1,37577,24,0,0,502,1,255
446,445572,906,21,511,554,13,15,28,13,0,-1,37583,24,0,0,511,1,255
452,451268,906,21,521,554,13,21,28,13,0,-1,37588,24,0,0,521,1,255
457,456964,906,21,531,554,13,27,28,13,0,-1,37594,24,0,0,531,1,255
463,462684,906,21,540,596,14,3,29,14,0,-1,37600,24,0,0,540,1,255
468,468268,906,21,549,596,14,9,29,14,0,-1,37605,24,0,0,550,1,255
474,473876,906,21,558,596,14,14,29,14,0,-1,37611,24,0,0,558,1,255
479,479576,906,21,569,596,14,20,29,14,0,-1,37616,24,0,0,569,1,255
486,485264,906,21,577,596,14,26,29,14,0,-1,37623,24,0,0,577,1,255
492,490988,906,21,588,639,15,4,28,15,0,-1,37628,24,0,0,588,1,255
497,496580,906,21,596,639,15,9,28,15,0,-1,37634,24,0,0,597,1,255
502,502184,906,21,608,639,15,15,28,15,0,-1,37639,24,0,0,608,1,255
508,507876,906,21,617,639,15,20,28,15,0,-1,37645,24,0,0,617,1,255
514,513604,906,21,627,682,16,4,22,16,0,-1,37650,24,0,0,626,1,255
519,519180,906,21,638,682,16,9,22,16,0,-1,37656,24,0,0,638,1,255
525,524796,906,21,648,682,16,16,22,16,0,-1,37662,24,0,0,648,1,255
531,530492,906,21,657,682,16,21,22,16,0,-1,37668,24,0,0,657,1,255
537,536204,906,21,668,682,16,27,22,16,0,-1,37673,24,0,0,668,1,255
542,541908,906,21,675,724,17,4,29,17,0,-1,37679,24,0,0,676,1,255
548,547492,906,21,688,724,17,9,29,17,0,-1,37684,24,0,0,688,1,255
553,553100,906,21,696,724,17,14,29,17,0,-1,37690,24,0,0,697,1,255
559,558796,906,21,707,724,17,20,29,17,0,-1,37695,24,0,0,707,1,255
564,564516,906,21,716,767,18,4,22,18,0,-1,37701,24,0,0,717,1,255
571,570100,906,21,726,767,18,10,22,18,0,-1,37708,24,0,0,726,1,255
576,575800,906,21,736,767,18,16,22,18,0,-1,37713,24,0,0,737,1,255
582,581492,906,21,746,767,18,21,22,18,0,-1,37719,24,0,0,747,1,255
587,587216,906,21,757,767,18,27,22,18,0,-1,37724,24,0,0,757,1,255
593,592908,906,21,766,809,19,3,29,19,0,-1,37730,24,0,0,766,1,255
599,598496,906,21,776,809,19,9,29,19,0,-1,37735,24,0,0,776,1,255
604,604116,906,21,786,809,19,14,29,19,0,-1,37741,24,0,0,787,1,255
610,609796,906,21,796,809,19,20,29,19,0,-1,37746,24,0,0,797,1,255
616,615516,906,21,808,852,20,3,23,20,0,-1,37753,24,0,0,808,1,255
622,621116,906,21,817,852,20,9,23,20,0,-1,37758,24,0,0,817,1,255
627,626708,906,21,829,852,20,14,23,20,0,-1,37764,24,0,0,829,1,255
633,632428,906,21,836,852,20,20,23,20,0,-1,37769,24,0,0,836,1,255
638,638116,906,21,845,852,20,25,23,20,0,-1,37775,24,0,0,846,1,255
643,642884,906,21,854,895,21,2,28,21,0,-1,37780,24,0,0,853,0,255
1642,1641260,906,21,920,937,22,976,25,22,0,-1,38779,24,0,0,920,0,255
0,420,485,11,921,937,22,979,25,22,0,-1,38782,24,0,0,921,0,255
3,3356,485,11,920,937,22,983,25,22,0,-1,38786,24,0,0,920,0,255
10,10716,485,11,920,937,22,989,25,22,0,-1,38792,24,0,0,920,-1,255
16,16424,485,11,920,937,22,995,25,22,0,-1,38797,24,0,0,921,-1,255
21,22108,485,11,921,937,22,1000,25,22,0,-1,38803,24,0,0,921,-1,255
27,27884,485,11,921,937,22,1006,25,22,0,-1,38809,24,0,0,921,-1,255
34,33668,485,11,920,937,22,1013,25,22,0,-1,38815,24,0,0,921,-1,255
39,39452,485,11,921,937,22,1018,25,22,0,-1,38821,24,0,0,921,-1,255
45,45220,485,11,921,937,22,1024,25,22,0,-1,38827,24,0,0,921,-1,255
50,51008,485,11,921,937,22,1030,25,22,0,-1,38832,24,0,0,921,-1,255
56,56780,485,11,921,937,22,1035,25,22,0,-1,38838,24,0,0,921,-1,255
62,62576,485,11,920,937,22,1041,25,22,0,-1,38843,24,0,0,920,-1,255
67,68348,485,11,916,937,22,1047,25,22,0,-1,38849,24,0,0,920,-1,255
73,74140,485,11,921,937,22,1052,25,22,0,-1,38855,24,0,0,921,-1,255
80,79920,485,11,918,937,22,1059,25,22,0,-1,38861,24,0,0,918,-1,255
85,85696,485,11,913,937,22,1065,25,22,0,-1,38867,24,0,0,913,-1,255
91,91484,485,11,907,937,22,1070,25,22,0,-1,38873,24,0,0,908,-1,255
97,97280,485,11,902,937,22,1076,25,22,0,-1,38878,24,0,0,902,-1,255
102,103088,485,11,894,937,22,1082,25,22,0,-1,38884,24,0,0,890,-1,255
108,109060,485,11,884,895,21,3,1084,22,1,-1,38890,24,0,0,884,-1,255
114,114900,485,11,875,895,21,9,1084,22,1,-1,38896,24,0,0,875,-1,255
121,120768,485,11,867,895,21,16,1084,22,1,-1,38902,24,0,0,865,-1,255
126,126716,485,11,859,895,21,22,1084,22,1,-1,38908,24,0,0,858,-1,255
132,132696,485,11,849,852,20,3,24,22,2,-1,38914,24,0,0,850,-1,255
138,138360,485,11,840,852,20,9,24,22,2,-1,38919,24,0,0,840,-1,255
143,144056,485,11,832,852,20,15,24,22,2,-1,38925,24,0,0,831,-1,255
149,149840,485,11,821,852,20,20,24,22,2,-1,38931,24,0,0,821,-1,255
155,155648,485,11,814,852,20,26,24,22,2,-1,38936,24,0,0,814,-1,255
160,161396,485,11,804,852,20,32,24,22,2,-1,38943,24,0,0,804,-1,255
167,167204,485,11,796,809,19,3,35,22,3,-1,38949,24,0,0,794,-1,255
172,172876,485,11,788,809,19,9,35,22,3,-1,38954,24,0,0,787,-1,255
178,178572,485,11,778,809,19,14,35,22,3,-1,38960,24,0,0,778,-1,255
184,184372,485,11,769,809,19,20,35,22,3,-1,38965,24,0,0,769,-1,255
189,190148,485,11,760,767,18,4,22,22,4,-1,38971,24,0,0,760,-1,255
195,195824,485,11,753,767,18,9,22,22,4,-1,38977,24,0,0,753,-1,255
200,201524,485,11,745,767,18,15,22,22,4,-1,38982,24,0,0,744,-1,255
207,207296,485,11,737,767,18,21,22,22,4,-1,38989,24,0,0,736,-1,255
213,213096,485,11,728,767,18,27,22,22,4,-1,38994,24,0,0,728,-1,255
218,218856,485,11,719,767,18,33,22,22,4,-1,39000,24,0,0,719,-1,255
224,224660,485,11,710,724,17,3,35,22,5,-1,39006,24,0,0,711,-1,255
230,230336,485,11,702,724,17,9,35,22,5,-1,39011,24,0,0,703,-1,255
235,236032,485,11,693,724,17,14,35,22,5,-1,39017,24,0,0,693,-1,255
241,241804,485,11,683,724,17,20,35,22,5,-1,39022,24,0,0,683,-1,255
246,247624,485,11,675,724,17,27,35,22,5,-1,39029,24,0,0,674,-1,255
253,253400,485,11,668,682,16,3,29,22,6,-1,39035,24,0,0,667,-1,255
259,259080,485,11,658,682,16,9,29,22,6,-1,39040,24,0,0,658,-1,255
264,264760,485,11,649,682,16,14,29,22,6,-1,39046,24,0,0,649,-1,255
270,270536,485,11,640,682,16,20,29,22,6,-1,39052,24,0,0,640,-1,255
275,276324,485,11,630,682,16,26,29,22,6,-1,39057,24,0,0,630,-1,255
281,282120,485,11,623,682,16,31,29,22,6,-1,39063,24,0,0,622,-1,255
287,287896,485,11,613,639,15,3,34,22,7,-1,39068,24,0,0,614,-1,255
293,293600,485,11,603,639,15,10,34,22,7,-1,39075,24,0,0,604,-1,255
299,299352,485,11,596,639,15,15,34,22,7,-1,39081,24,0,0,595,-1,255
305,305152,485,11,587,639,15,21,34,22,7,-1,39086,24,0,0,587,-1,255
310,310944,485,11,577,596,14,4,23,22,8,-1,39092,24,0,0,577,-1,255
316,316608,485,11,569,596,14,9,23,22,8,-1,39097,24,0,0,569,-1,255
321,322300,485,11,560,596,14,15,23,22,8,-1,39103,24,0,0,560,-1,255
327,328104,485,11,551,596,14,20,23,22,8,-1,39109,24,0,0,551,-1,255
334,333888,485,11,541,596,14,27,23,22,8,-1,39115,24,0,0,541,-1,255
339,339664,485,11,534,596,14,33,23,22,8,-1,39121,24,0,0,533,-1,255
345,345448,485,11,524,554,13,3,35,22,9,-1,39127,24,0,0,524,-1,255
350,351124,485,11,515,554,13,9,35,22,9,-1,39132,24,0,0,515,-1,255
356,356816,485,11,504,554,13,14,35,22,9,-1,39138,24,0,0,504,-1,255
362,362616,485,11,495,554,13,20,35,22,9,-1,39143,24,0,0,495,-1,255
367,368404,485,11,486,511,12,4,22,22,10,-1,39149,24,0,0,486,-1,255
373,374160,485,11,477,511,12,9,22,22,10,-1,39156,24,0,0,476,-1,255
380,379960,485,11,468,511,12,16,22,22,10,-1,39161,24,0,0,468,-1,255
385,385804,485,11,459,511,12,22,22,22,10,-1,39167,24,0,0,459,-1,255
391,391664,485,11,449,511,12,27,22,22,10,-1,39173,24,0,0,448,-1,255
396,396632,485,11,440,468,11,2,30,22,11,-1,39178,24,0,0,440,0,255
1395,1395792,485,11,381,426,10,967,34,22,12,-1,40177,24,0,0,382,0,255
0,408,667,15,382,426,10,971,34,22,12,-1,40181,24,0,0,381,0,255
4,3468,667,15,381,426,10,975,34,22,12,-1,40185,24,0,0,381,0,255
11,10948,667,15,382,426,10,981,34,22,12,-1,40191,24,0,0,382,1,255
17,16616,667,15,382,426,10,987,34,22,12,-1,40196,24,0,0,382,1,255
22,22316,667,15,381,426,10,992,34,22,12,-1,40202,24,0,0,381,1,255
28,28004,667,15,381,426,10,998,34,22,12,-1,40208,24,0,0,382,1,255
33,33708,667,15,382,426,10,1004,34,22,12,-1,40213,24,0,0,382,1,255
39,39472,667,15,382,426,10,1009,34,22,12,-1,40219,24,0,0,382,1,255
46,45268,667,15,381,426,10,1016,34,22,12,-1,40226,24,0,0,383,1,255
51,51040,667,15,381,426,10,1022,34,22,12,-1,40231,24,0,0,382,1,255
57,56820,667,15,381,426,10,1027,34,22,12,-1,40237,24,0,0,381,1,255
63,62608,667,15,381,426,10,1033,34,22,12,-1,40242,24,0,0,381,1,255
68,68376,667,15,381,426,10,1038,34,22,12,-1,40248,24,0,0,381,1,255
74,74168,667,15,381,426,10,1044,34,22,12,-1,40254,24,0,0,381,1,255
80,79964,667,15,383,426,10,1050,34,22,12,-1,40259,24,0,0,383,1,255
85,85724,667,15,386,426,10,1056,34,22,12,-1,40266,24,0,0,385,1,255
92,91512,667,15,394,426,10,1062,34,22,12,-1,40272,24,0,0,394,1,255
98,97324,667,15,402,468,11,4,1064,23,12,-1,40277,24,0,0,402,1,255
103,103036,667,15,408,468,11,9,1064,23,12,-1,40283,24,0,0,408,1,255
109,108896,667,15,418,468,11,15,1064,23,12,-1,40289,24,0,0,418,1,255
115,114876,667,15,427,468,11,21,1064,23,12,-1,40295,24,0,0,428,1,255
120,120808,667,15,435,468,11,27,1064,23,12,-1,40300,24,0,0,435,1,255
126,126776,667,15,444,511,12,4,29,24,12,-1,40306,24,0,0,444,1,255
133,132440,667,15,454,511,12,10,29,24,12,-1,40313,24,0,0,454,1,255
138,138232,667,15,461,511,12,16,29,24,12,-1,40318,24,0,0,462,1,255
144,144004,667,15,471,511,12,21,29,24,12,-1,40324,24,0,0,471,1,255
150,149804,667,15,480,511,12,27,29,24,12,-1,40330,24,0,0,481,1,255
155,155600,667,15,489,554,13,4,29,25,12,-1,40335,24,0,0,489,1,255
161,161280,667,15,498,554,13,9,29,25,12,-1,40341,24,0,0,499,1,255
167,166960,667,15,508,554,13,15,29,25,12,-1,40346,24,0,0,508,1,255
173,172736,667,15,517,554,13,21,29,25,12,-1,40353,24,0,0,517,1,255
179,178516,667,15,526,554,13,27,29,25,12,-1,40359,24,0,0,526,1,255
184,184328,667,15,536,596,14,4,29,26,12,-1,40364,24,0,0,536,1,255
190,189984,667,15,545,596,14,9,29,26,12,-1,40370,24,0,0,545,1,255
196,195708,667,15,554,596,14,15,29,26,12,-1,40375,24,0,0,555,1,255
201,201464,667,15,563,596,14,20,29,26,12,-1,40381,24,0,0,563,1,255
207,207240,667,15,572,596,14,26,29,26,12,-1,40387,24,0,0,572,1,255
212,212140,667,15,580,639,15,3,28,27,12,-1,40393,24,0,0,580,0,255
1210,1209540,667,15,647,682,16,970,31,28,12,-1,41390,24,0,0,647,0,255
0,392,77,1,647,682,16,973,31,28,12,-1,41392,24,0,0,647,0,255
3,3288,77,1,647,682,16,976,31,28,12,-1,41397,24,0,0,647,0,255
10,10580,77,1,647,682,16,983,31,28,12,-1,41402,24,0,0,647,-1,255
15,16180,77,1,647,682,16,988,31,28,12,-1,41408,24,0,0,647,-1,255
21,21788,77,1,647,682,16,994,31,28,12,-1,41413,24,0,0,647,-1,255
27,27400,77,1,647,682,16,1000,31,28,12,-1,41420,24,0,0,647,-1,255
33,33096,77,1,647,682,16,1006,31,28,12,-1,41426,24,0,0,647,-1,255
38,38796,77,1,647,682,16,1011,31,28,12,-1,41431,24,0,0,647,-1,255
44,44492,77,1,647,682,16,1017,31,28,12,-1,41437,24,0,0,647,-1,255
50,50184,77,1,647,682,16,1023,31,28,12,-1,41442,24,0,0,647,-1,255
55,55884,77,1,647,682,16,1028,31,28,12,-1,41448,24,0,0,647,-1,255
61,61596,77,1,646,682,16,1034,31,28,12,-1,41453,24,0,0,647,-1,255
66,67268,77,1,646,682,16,1039,31,28,12,-1,41460,24,0,0,647,-1,255
73,72968,77,1,646,682,16,1046,31,28,12,-1,41465,24,0,0,646,-1,255
78,78668,77,1,643,682,16,1051,31,28,12,-1,41471,24,0,0,643,-1,255
84,84360,77,1,640,682,16,1057,31,28,12,-1,41477,24,0,0,639,-1,255
